time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,sunshine_duration,relative_humidity_2m_mean,cloudcover_mean,sunrise,sunset,date,zone,latitude,longitude
2018-01-01,11.900,4.000,8.300,0.300,18.100,31.000,2.840,8654.040,92,77,2018-01-01T07:55,2018-01-01T17:14,2018-01-01,VISEU,40.661,-7.910
2018-01-02,11.900,7.800,10.000,1.400,13.500,24.100,1.140,0.000,97,95,2018-01-02T07:55,2018-01-02T17:15,2018-01-02,VISEU,40.661,-7.910
2018-01-03,14.100,11.600,12.400,0.100,15.300,24.800,2.520,4136.680,97,99,2018-01-03T07:55,2018-01-03T17:16,2018-01-03,VISEU,40.661,-7.910
2018-01-04,13.100,9.700,11.500,1.600,16.100,28.800,3.780,17750.690,94,93,2018-01-04T07:55,2018-01-04T17:17,2018-01-04,VISEU,40.661,-7.910
2018-01-05,10.000,4.200,8.200,17.500,25.400,43.200,1.480,0.000,92,100,2018-01-05T07:55,2018-01-05T17:18,2018-01-05,VISEU,40.661,-7.910
2018-01-06,7.700,-0.300,3.600,0.100,18.700,34.600,9.210,30097.910,80,40,2018-01-06T07:55,2018-01-06T17:19,2018-01-06,VISEU,40.661,-7.910
2018-01-07,8.600,-0.600,3.400,0.300,17.900,32.000,8.010,29874.020,81,63,2018-01-07T07:55,2018-01-07T17:20,2018-01-07,VISEU,40.661,-7.910
2018-01-08,8.600,0.400,4.000,0.000,12.700,24.800,9.580,30244.620,79,4,2018-01-08T07:55,2018-01-08T17:21,2018-01-08,VISEU,40.661,-7.910
2018-01-09,7.300,1.500,5.500,9.300,20.300,36.000,0.870,0.000,90,100,2018-01-09T07:55,2018-01-09T17:22,2018-01-09,VISEU,40.661,-7.910
2018-01-10,9.900,5.200,6.900,5.100,23.500,46.800,4.510,22011.050,89,73,2018-01-10T07:54,2018-01-10T17:23,2018-01-10,VISEU,40.661,-7.910
2018-01-11,8.600,2.200,6.300,1.600,16.800,39.200,6.540,27346.670,80,47,2018-01-11T07:54,2018-01-11T17:24,2018-01-11,VISEU,40.661,-7.910
2018-01-12,8.800,-0.300,4.500,0.000,10.200,16.900,6.710,20738.370,83,85,2018-01-12T07:54,2018-01-12T17:25,2018-01-12,VISEU,40.661,-7.910
2018-01-13,9.100,3.000,6.400,17.700,17.400,32.400,4.890,18629.070,90,82,2018-01-13T07:54,2018-01-13T17:26,2018-01-13,VISEU,40.661,-7.910
2018-01-14,7.600,1.000,4.500,0.000,6.800,12.600,5.520,24105.720,87,63,2018-01-14T07:53,2018-01-14T17:27,2018-01-14,VISEU,40.661,-7.910
2018-01-15,9.100,-0.600,4.000,0.000,8.000,15.500,7.940,30879.430,81,63,2018-01-15T07:53,2018-01-15T17:28,2018-01-15,VISEU,40.661,-7.910
2018-01-16,12.400,6.100,8.900,0.300,9.100,16.900,3.400,1465.930,93,99,2018-01-16T07:52,2018-01-16T17:29,2018-01-16,VISEU,40.661,-7.910
2018-01-17,13.600,5.400,9.200,0.000,16.000,31.000,9.980,31034.320,80,28,2018-01-17T07:52,2018-01-17T17:30,2018-01-17,VISEU,40.661,-7.910
2018-01-18,14.700,3.700,8.200,0.000,11.200,19.800,10.240,31068.760,78,13,2018-01-18T07:51,2018-01-18T17:32,2018-01-18,VISEU,40.661,-7.910
2018-01-19,14.900,3.800,7.900,0.000,11.500,20.500,10.450,31113.020,83,2,2018-01-19T07:51,2018-01-19T17:33,2018-01-19,VISEU,40.661,-7.910
2018-01-20,12.800,2.800,7.600,0.000,13.300,23.400,7.250,20879.830,89,71,2018-01-20T07:50,2018-01-20T17:34,2018-01-20,VISEU,40.661,-7.910
2018-01-21,12.900,7.200,9.700,0.000,10.700,20.200,4.100,1675.970,93,90,2018-01-21T07:50,2018-01-21T17:35,2018-01-21,VISEU,40.661,-7.910
2018-01-22,14.200,5.500,8.900,0.000,10.700,19.100,9.640,28075.880,89,52,2018-01-22T07:49,2018-01-22T17:36,2018-01-22,VISEU,40.661,-7.910
2018-01-23,13.400,4.100,7.800,0.000,9.900,16.600,9.560,29945.350,88,44,2018-01-23T07:48,2018-01-23T17:37,2018-01-23,VISEU,40.661,-7.910
2018-01-24,11.900,2.300,6.900,0.000,8.000,15.100,9.360,26799.080,87,78,2018-01-24T07:48,2018-01-24T17:39,2018-01-24,VISEU,40.661,-7.910
2018-01-25,9.100,2.500,7.000,15.300,21.400,38.900,5.650,25589.010,91,84,2018-01-25T07:47,2018-01-25T17:40,2018-01-25,VISEU,40.661,-7.910
2018-01-26,9.300,0.800,4.800,0.000,21.300,38.200,10.390,31662.230,84,34,2018-01-26T07:46,2018-01-26T17:41,2018-01-26,VISEU,40.661,-7.910
2018-01-27,11.400,0.900,5.800,0.000,17.100,31.700,9.960,31653.700,78,24,2018-01-27T07:45,2018-01-27T17:42,2018-01-27,VISEU,40.661,-7.910
2018-01-28,12.100,2.700,7.100,0.000,26.600,47.900,11.530,31951.310,67,9,2018-01-28T07:45,2018-01-28T17:43,2018-01-28,VISEU,40.661,-7.910
2018-01-29,14.400,5.400,9.300,0.000,20.300,36.700,11.620,32196.110,68,0,2018-01-29T07:44,2018-01-29T17:45,2018-01-29,VISEU,40.661,-7.910
2018-01-30,14.900,5.400,9.000,0.000,16.900,29.200,11.970,32460.680,70,0,2018-01-30T07:43,2018-01-30T17:46,2018-01-30,VISEU,40.661,-7.910
2018-01-31,14.400,2.800,7.700,0.000,11.000,20.200,12.060,32366.520,75,9,2018-01-31T07:42,2018-01-31T17:47,2018-01-31,VISEU,40.661,-7.910
2018-02-01,10.200,3.300,6.100,0.000,24.100,45.700,9.310,30215.950,82,57,2018-02-01T07:41,2018-02-01T17:48,2018-02-01,VISEU,40.661,-7.910
2018-02-02,9.100,-1.100,3.700,0.100,17.100,30.600,11.830,33051.010,71,14,2018-02-02T07:40,2018-02-02T17:50,2018-02-02,VISEU,40.661,-7.910
2018-02-03,8.900,-0.600,3.700,1.100,15.300,26.300,5.490,16193.000,84,64,2018-02-03T07:39,2018-02-03T17:51,2018-02-03,VISEU,40.661,-7.910
2018-02-04,8.700,0.900,4.000,0.000,19.200,36.700,11.440,33423.550,75,31,2018-02-04T07:38,2018-02-04T17:52,2018-02-04,VISEU,40.661,-7.910
2018-02-05,8.900,0.300,3.700,0.500,19.500,42.100,11.280,33573.040,66,17,2018-02-05T07:37,2018-02-05T17:53,2018-02-05,VISEU,40.661,-7.910
2018-02-06,7.400,-2.000,2.300,0.000,17.300,31.700,11.100,27686.300,63,29,2018-02-06T07:36,2018-02-06T17:55,2018-02-06,VISEU,40.661,-7.910
2018-02-07,8.200,-0.200,3.200,0.200,20.000,40.700,12.340,33875.090,65,8,2018-02-07T07:35,2018-02-07T17:56,2018-02-07,VISEU,40.661,-7.910
2018-02-08,7.800,-1.600,2.500,0.000,11.600,23.800,13.200,34027.310,65,16,2018-02-08T07:33,2018-02-08T17:57,2018-02-08,VISEU,40.661,-7.910
2018-02-09,9.900,2.300,5.100,0.700,20.600,37.800,7.160,23363.790,83,76,2018-02-09T07:32,2018-02-09T17:58,2018-02-09,VISEU,40.661,-7.910
2018-02-10,10.500,-0.200,4.700,0.000,18.100,32.800,11.970,33032.920,76,23,2018-02-10T07:31,2018-02-10T17:59,2018-02-10,VISEU,40.661,-7.910
2018-02-11,11.400,4.600,8.200,1.600,16.200,29.200,3.250,3600.000,93,96,2018-02-11T07:30,2018-02-11T18:01,2018-02-11,VISEU,40.661,-7.910
2018-02-12,9.200,1.500,5.200,0.000,14.300,27.400,9.800,27556.890,76,49,2018-02-12T07:29,2018-02-12T18:02,2018-02-12,VISEU,40.661,-7.910
2018-02-13,8.900,0.900,5.400,1.700,19.300,33.100,2.240,0.000,93,96,2018-02-13T07:27,2018-02-13T18:03,2018-02-13,VISEU,40.661,-7.910
2018-02-14,9.900,7.600,8.800,1.800,20.400,35.300,1.570,0.000,96,100,2018-02-14T07:26,2018-02-14T18:04,2018-02-14,VISEU,40.661,-7.910
2018-02-15,11.100,9.200,10.100,1.900,15.600,26.300,1.070,0.000,98,100,2018-02-15T07:25,2018-02-15T18:06,2018-02-15,VISEU,40.661,-7.910
2018-02-16,14.200,7.400,10.300,0.500,12.800,25.200,7.780,23722.670,91,93,2018-02-16T07:24,2018-02-16T18:07,2018-02-16,VISEU,40.661,-7.910
2018-02-17,14.400,7.000,10.000,0.100,13.400,27.400,13.560,33244.070,77,42,2018-02-17T07:22,2018-02-17T18:08,2018-02-17,VISEU,40.661,-7.910
2018-02-18,13.100,3.500,8.000,0.000,19.800,37.800,14.370,33753.880,65,48,2018-02-18T07:21,2018-02-18T18:09,2018-02-18,VISEU,40.661,-7.910
2018-02-19,14.800,6.200,9.900,0.000,12.000,24.100,11.510,32990.770,69,80,2018-02-19T07:20,2018-02-19T18:10,2018-02-19,VISEU,40.661,-7.910
2018-02-20,15.600,5.700,9.600,0.000,16.300,31.300,14.820,35261.590,71,5,2018-02-20T07:18,2018-02-20T18:11,2018-02-20,VISEU,40.661,-7.910
2018-02-21,13.600,4.800,8.400,0.000,21.800,41.800,15.670,35496.500,64,0,2018-02-21T07:17,2018-02-21T18:13,2018-02-21,VISEU,40.661,-7.910
2018-02-22,12.100,0.900,5.900,0.000,21.500,38.200,16.110,35835.860,57,0,2018-02-22T07:15,2018-02-22T18:14,2018-02-22,VISEU,40.661,-7.910
2018-02-23,11.600,1.500,5.600,0.000,24.100,42.800,16.170,36025.330,50,0,2018-02-23T07:14,2018-02-23T18:15,2018-02-23,VISEU,40.661,-7.910
2018-02-24,11.900,-0.200,5.900,0.000,10.700,19.800,16.610,36316.680,51,0,2018-02-24T07:12,2018-02-24T18:16,2018-02-24,VISEU,40.661,-7.910
2018-02-25,14.000,1.100,7.200,0.000,12.800,24.500,16.610,36524.260,55,0,2018-02-25T07:11,2018-02-25T18:17,2018-02-25,VISEU,40.661,-7.910
2018-02-26,16.000,4.100,9.200,0.000,25.200,45.000,12.560,28699.480,51,69,2018-02-26T07:09,2018-02-26T18:18,2018-02-26,VISEU,40.661,-7.910
2018-02-27,8.400,1.200,4.900,20.200,21.300,37.100,1.850,0.000,80,99,2018-02-27T07:08,2018-02-27T18:20,2018-02-27,VISEU,40.661,-7.910
2018-02-28,11.100,5.700,9.400,37.600,24.500,58.000,3.120,781.330,96,98,2018-02-28T07:06,2018-02-28T18:21,2018-02-28,VISEU,40.661,-7.910
2018-03-01,10.200,3.700,8.200,23.300,28.500,58.700,3.460,6948.580,92,84,2018-03-01T07:05,2018-03-01T18:22,2018-03-01,VISEU,40.661,-7.910
2018-03-02,10.900,3.700,7.000,16.600,31.800,72.000,3.380,717.860,89,83,2018-03-02T07:03,2018-03-02T18:23,2018-03-02,VISEU,40.661,-7.910
2018-03-03,9.400,5.600,7.900,23.100,21.000,50.800,2.310,0.000,95,99,2018-03-03T07:02,2018-03-03T18:24,2018-03-03,VISEU,40.661,-7.910
2018-03-04,10.400,5.800,7.400,12.400,23.400,54.000,8.200,14371.420,89,95,2018-03-04T07:00,2018-03-04T18:25,2018-03-04,VISEU,40.661,-7.910
2018-03-05,8.900,4.400,6.600,18.000,25.000,51.500,6.700,12969.100,91,78,2018-03-05T06:59,2018-03-05T18:26,2018-03-05,VISEU,40.661,-7.910
2018-03-06,9.500,3.200,6.500,4.100,23.400,44.600,14.090,36033.960,83,60,2018-03-06T06:57,2018-03-06T18:28,2018-03-06,VISEU,40.661,-7.910
2018-03-07,11.000,2.000,6.500,2.500,19.200,36.000,11.640,24587.710,75,77,2018-03-07T06:56,2018-03-07T18:29,2018-03-07,VISEU,40.661,-7.910
2018-03-08,11.600,5.800,8.800,2.700,20.500,36.400,2.860,0.000,90,96,2018-03-08T06:54,2018-03-08T18:30,2018-03-08,VISEU,40.661,-7.910
2018-03-09,12.900,10.600,11.800,30.300,31.700,68.400,2.650,439.090,95,99,2018-03-09T06:52,2018-03-09T18:31,2018-03-09,VISEU,40.661,-7.910
2018-03-10,12.100,7.200,9.600,13.600,32.400,67.000,10.170,26750.780,87,86,2018-03-10T06:51,2018-03-10T18:32,2018-03-10,VISEU,40.661,-7.910
2018-03-11,8.400,6.200,7.300,21.600,34.400,69.500,4.830,1711.950,90,91,2018-03-11T06:49,2018-03-11T18:33,2018-03-11,VISEU,40.661,-7.910
2018-03-12,11.600,5.200,8.500,3.600,22.300,47.900,11.610,38639.380,79,70,2018-03-12T06:48,2018-03-12T18:34,2018-03-12,VISEU,40.661,-7.910
2018-03-13,13.800,7.400,10.800,3.500,19.900,36.000,9.790,18831.110,85,87,2018-03-13T06:46,2018-03-13T18:35,2018-03-13,VISEU,40.661,-7.910
2018-03-14,11.900,6.200,9.700,21.200,41.000,81.400,2.640,0.000,93,96,2018-03-14T06:44,2018-03-14T18:36,2018-03-14,VISEU,40.661,-7.910
2018-03-15,9.100,5.200,6.600,14.500,24.200,60.500,6.350,9990.670,89,86,2018-03-15T06:43,2018-03-15T18:37,2018-03-15,VISEU,40.661,-7.910
2018-03-16,8.800,3.800,5.700,9.300,18.300,45.700,10.230,21701.880,89,78,2018-03-16T06:41,2018-03-16T18:38,2018-03-16,VISEU,40.661,-7.910
2018-03-17,8.800,2.000,5.600,24.300,14.000,29.500,9.970,16323.500,85,95,2018-03-17T06:39,2018-03-17T18:40,2018-03-17,VISEU,40.661,-7.910
2018-03-18,10.400,3.500,6.200,0.900,20.600,39.200,14.610,31676.920,81,65,2018-03-18T06:38,2018-03-18T18:41,2018-03-18,VISEU,40.661,-7.910
2018-03-19,10.600,2.100,6.600,9.900,31.100,56.900,13.340,23027.140,78,62,2018-03-19T06:36,2018-03-19T18:42,2018-03-19,VISEU,40.661,-7.910
2018-03-20,11.900,0.400,5.500,0.000,22.700,43.200,17.990,39845.480,66,26,2018-03-20T06:34,2018-03-20T18:43,2018-03-20,VISEU,40.661,-7.910
2018-03-21,12.500,0.800,6.400,0.000,18.300,35.300,21.460,40119.080,61,0,2018-03-21T06:33,2018-03-21T18:44,2018-03-21,VISEU,40.661,-7.910
2018-03-22,13.200,1.200,6.300,0.000,15.500,30.600,21.160,37695.200,68,31,2018-03-22T06:31,2018-03-22T18:45,2018-03-22,VISEU,40.661,-7.910
2018-03-23,12.100,5.200,8.000,9.700,34.100,62.300,6.970,9681.850,90,88,2018-03-23T06:29,2018-03-23T18:46,2018-03-23,VISEU,40.661,-7.910
2018-03-24,9.900,4.100,6.500,3.200,34.300,63.000,16.580,39600.000,77,63,2018-03-24T06:28,2018-03-24T18:47,2018-03-24,VISEU,40.661,-7.910
2018-03-25,11.000,4.100,7.300,2.600,21.700,39.600,14.700,37163.310,77,60,2018-03-25T06:26,2018-03-25T18:48,2018-03-25,VISEU,40.661,-7.910
2018-03-26,14.800,0.800,7.300,0.000,21.500,38.200,20.960,40267.070,74,16,2018-03-26T06:25,2018-03-26T18:49,2018-03-26,VISEU,40.661,-7.910
2018-03-27,17.900,6.900,11.400,0.000,14.600,28.800,21.600,40709.090,77,43,2018-03-27T06:23,2018-03-27T18:50,2018-03-27,VISEU,40.661,-7.910
2018-03-28,13.400,3.800,8.800,0.000,14.700,28.800,13.470,24720.130,88,97,2018-03-28T06:21,2018-03-28T18:51,2018-03-28,VISEU,40.661,-7.910
2018-03-29,9.500,3.800,6.500,7.700,26.400,54.700,8.450,18957.870,86,75,2018-03-29T06:20,2018-03-29T18:52,2018-03-29,VISEU,40.661,-7.910
2018-03-30,7.800,2.800,5.200,10.400,28.100,59.000,10.180,23397.910,86,62,2018-03-30T06:18,2018-03-30T18:53,2018-03-30,VISEU,40.661,-7.910
2018-03-31,11.200,3.500,7.300,0.600,16.700,45.000,14.220,38538.210,75,80,2018-03-31T06:16,2018-03-31T18:54,2018-03-31,VISEU,40.661,-7.910
2018-04-01,16.900,5.800,11.000,0.000,17.300,32.400,18.030,28178.580,74,94,2018-04-01T06:15,2018-04-01T18:55,2018-04-01,VISEU,40.661,-7.910
2018-04-02,12.900,8.100,10.200,3.200,22.300,42.800,5.660,3212.170,87,94,2018-04-02T06:13,2018-04-02T18:56,2018-04-02,VISEU,40.661,-7.910
2018-04-03,11.900,7.500,9.200,17.500,28.800,70.200,9.270,18116.800,92,92,2018-04-03T06:11,2018-04-03T18:57,2018-04-03,VISEU,40.661,-7.910
2018-04-04,12.400,6.700,9.300,8.700,20.200,47.200,13.990,33619.090,90,68,2018-04-04T06:10,2018-04-04T18:59,2018-04-04,VISEU,40.661,-7.910
2018-04-05,16.300,4.800,10.500,0.000,18.400,34.600,19.390,39946.910,78,68,2018-04-05T06:08,2018-04-05T19:00,2018-04-05,VISEU,40.661,-7.910
2018-04-06,14.400,5.900,8.800,21.400,25.200,45.000,8.100,21743.900,81,84,2018-04-06T06:06,2018-04-06T19:01,2018-04-06,VISEU,40.661,-7.910
2018-04-07,12.100,5.800,8.200,4.900,20.500,42.500,14.010,34609.390,88,83,2018-04-07T06:05,2018-04-07T19:02,2018-04-07,VISEU,40.661,-7.910
2018-04-08,11.600,4.500,7.400,10.800,24.900,45.000,9.350,17702.980,90,93,2018-04-08T06:03,2018-04-08T19:03,2018-04-08,VISEU,40.661,-7.910
2018-04-09,10.900,2.500,7.000,11.900,20.800,36.000,6.270,11584.140,90,93,2018-04-09T06:02,2018-04-09T19:04,2018-04-09,VISEU,40.661,-7.910
2018-04-10,7.900,4.100,6.300,19.500,23.000,40.700,9.970,13473.350,90,90,2018-04-10T06:00,2018-04-10T19:05,2018-04-10,VISEU,40.661,-7.910
2018-04-11,10.400,0.400,5.900,0.300,24.600,44.600,14.950,28431.160,85,52,2018-04-11T05:58,2018-04-11T19:06,2018-04-11,VISEU,40.661,-7.910
2018-04-12,8.900,5.800,7.500,17.200,21.600,39.600,3.960,0.000,94,94,2018-04-12T05:57,2018-04-12T19:07,2018-04-12,VISEU,40.661,-7.910
2018-04-13,13.100,4.700,8.700,0.900,16.900,31.000,14.500,34008.480,82,65,2018-04-13T05:55,2018-04-13T19:08,2018-04-13,VISEU,40.661,-7.910
2018-04-14,14.200,7.200,10.100,0.200,16.700,31.000,13.350,27625.210,84,89,2018-04-14T05:54,2018-04-14T19:09,2018-04-14,VISEU,40.661,-7.910
2018-04-15,13.600,7.700,10.300,1.300,18.400,33.500,10.400,10817.290,85,95,2018-04-15T05:52,2018-04-15T19:10,2018-04-15,VISEU,40.661,-7.910
2018-04-16,13.900,5.800,9.600,0.000,11.500,22.300,16.690,38065.820,81,64,2018-04-16T05:51,2018-04-16T19:11,2018-04-16,VISEU,40.661,-7.910
2018-04-17,19.100,6.300,13.000,0.000,9.000,20.200,25.510,44918.270,74,26,2018-04-17T05:49,2018-04-17T19:12,2018-04-17,VISEU,40.661,-7.910
2018-04-18,23.200,8.800,15.800,0.000,14.600,28.100,25.790,45064.780,68,0,2018-04-18T05:48,2018-04-18T19:13,2018-04-18,VISEU,40.661,-7.910
2018-04-19,23.000,10.100,17.000,0.000,11.800,22.700,22.700,45210.780,70,49,2018-04-19T05:46,2018-04-19T19:14,2018-04-19,VISEU,40.661,-7.910
2018-04-20,22.500,13.600,17.500,0.400,24.000,43.600,23.180,43859.030,59,54,2018-04-20T05:45,2018-04-20T19:15,2018-04-20,VISEU,40.661,-7.910
2018-04-21,18.200,13.200,15.700,3.600,19.500,40.700,12.930,29015.250,70,81,2018-04-21T05:43,2018-04-21T19:16,2018-04-21,VISEU,40.661,-7.910
2018-04-22,20.500,11.400,15.800,0.500,13.400,26.600,16.890,36200.340,76,92,2018-04-22T05:42,2018-04-22T19:17,2018-04-22,VISEU,40.661,-7.910
2018-04-23,23.800,11.600,17.400,1.600,15.000,28.400,22.820,45271.680,75,48,2018-04-23T05:41,2018-04-23T19:18,2018-04-23,VISEU,40.661,-7.910
2018-04-24,25.500,13.300,18.900,0.000,11.500,24.500,23.680,45929.210,70,24,2018-04-24T05:39,2018-04-24T19:19,2018-04-24,VISEU,40.661,-7.910
2018-04-25,25.500,13.000,18.500,0.200,13.800,25.900,24.610,45609.130,81,43,2018-04-25T05:38,2018-04-25T19:20,2018-04-25,VISEU,40.661,-7.910
2018-04-26,23.000,10.100,16.100,0.000,20.500,36.700,26.580,46209.200,73,9,2018-04-26T05:36,2018-04-26T19:22,2018-04-26,VISEU,40.661,-7.910
2018-04-27,15.000,7.100,10.500,0.900,17.400,31.300,14.610,35159.320,81,76,2018-04-27T05:35,2018-04-27T19:23,2018-04-27,VISEU,40.661,-7.910
2018-04-28,11.900,5.700,8.200,8.100,15.300,36.000,18.020,37966.440,81,68,2018-04-28T05:34,2018-04-28T19:24,2018-04-28,VISEU,40.661,-7.910
2018-04-29,9.600,5.100,7.000,4.700,20.200,47.200,17.650,41120.260,85,70,2018-04-29T05:32,2018-04-29T19:25,2018-04-29,VISEU,40.661,-7.910
2018-04-30,11.400,4.200,7.600,6.000,10.000,26.600,17.280,43691.320,84,63,2018-04-30T05:31,2018-04-30T19:26,2018-04-30,VISEU,40.661,-7.910
2018-05-01,13.400,3.800,8.400,2.100,18.500,34.200,22.780,46778.900,75,38,2018-05-01T05:30,2018-05-01T19:27,2018-05-01,VISEU,40.661,-7.910
2018-05-02,12.900,6.200,9.700,1.200,10.600,18.000,10.270,10787.760,80,85,2018-05-02T05:28,2018-05-02T19:28,2018-05-02,VISEU,40.661,-7.910
2018-05-03,17.900,7.400,12.700,0.300,18.900,32.800,18.220,39780.050,72,70,2018-05-03T05:27,2018-05-03T19:29,2018-05-03,VISEU,40.661,-7.910
2018-05-04,19.200,7.200,13.000,0.000,27.800,50.000,28.480,46800.000,54,31,2018-05-04T05:26,2018-05-04T19:30,2018-05-04,VISEU,40.661,-7.910
2018-05-05,21.600,8.600,14.900,0.000,22.900,41.000,27.870,46800.000,63,1,2018-05-05T05:25,2018-05-05T19:31,2018-05-05,VISEU,40.661,-7.910
2018-05-06,22.900,10.600,17.100,0.000,18.000,34.600,24.570,46800.000,67,16,2018-05-06T05:24,2018-05-06T19:32,2018-05-06,VISEU,40.661,-7.910
2018-05-07,23.100,11.700,17.700,9.100,11.800,29.200,22.880,45680.590,76,36,2018-05-07T05:22,2018-05-07T19:33,2018-05-07,VISEU,40.661,-7.910
2018-05-08,22.500,11.900,16.800,0.900,15.300,32.000,25.100,46800.000,83,49,2018-05-08T05:21,2018-05-08T19:34,2018-05-08,VISEU,40.661,-7.910
2018-05-09,19.000,9.600,13.800,0.000,20.100,37.400,19.260,29602.050,85,93,2018-05-09T05:20,2018-05-09T19:35,2018-05-09,VISEU,40.661,-7.910
2018-05-10,22.900,7.800,15.200,0.000,18.300,35.300,28.850,46835.600,69,9,2018-05-10T05:19,2018-05-10T19:36,2018-05-10,VISEU,40.661,-7.910
2018-05-11,17.300,9.400,13.000,0.000,14.400,28.400,22.720,40307.770,79,87,2018-05-11T05:18,2018-05-11T19:37,2018-05-11,VISEU,40.661,-7.910
2018-05-12,13.300,6.200,9.900,0.200,23.000,43.900,24.030,46827.350,68,35,2018-05-12T05:17,2018-05-12T19:38,2018-05-12,VISEU,40.661,-7.910
2018-05-13,13.100,4.400,9.100,0.000,19.000,34.900,17.200,30383.830,73,43,2018-05-13T05:16,2018-05-13T19:39,2018-05-13,VISEU,40.661,-7.910
2018-05-14,18.000,7.100,12.600,0.400,20.800,38.900,16.030,28655.430,75,64,2018-05-14T05:15,2018-05-14T19:40,2018-05-14,VISEU,40.661,-7.910
2018-05-15,21.500,9.000,14.800,0.000,20.500,37.100,29.860,47162.020,49,0,2018-05-15T05:14,2018-05-15T19:41,2018-05-15,VISEU,40.661,-7.910
2018-05-16,24.000,11.300,17.300,0.000,22.700,40.700,29.370,47165.230,51,0,2018-05-16T05:13,2018-05-16T19:42,2018-05-16,VISEU,40.661,-7.910
2018-05-17,24.000,12.800,18.300,1.500,22.700,41.800,24.930,47089.900,56,14,2018-05-17T05:12,2018-05-17T19:43,2018-05-17,VISEU,40.661,-7.910
2018-05-18,21.500,12.400,17.000,0.100,18.400,36.700,24.210,46900.970,66,20,2018-05-18T05:11,2018-05-18T19:44,2018-05-18,VISEU,40.661,-7.910
2018-05-19,22.900,11.400,17.600,0.000,15.500,29.900,24.540,47178.190,66,29,2018-05-19T05:11,2018-05-19T19:45,2018-05-19,VISEU,40.661,-7.910
2018-05-20,22.000,13.500,17.500,1.000,9.700,25.600,24.030,47164.450,73,22,2018-05-20T05:10,2018-05-20T19:46,2018-05-20,VISEU,40.661,-7.910
2018-05-21,21.000,10.200,15.000,0.000,15.000,31.000,28.170,47069.550,73,33,2018-05-21T05:09,2018-05-21T19:47,2018-05-21,VISEU,40.661,-7.910
2018-05-22,22.500,10.100,17.000,0.000,11.300,25.200,24.930,47364.240,70,40,2018-05-22T05:08,2018-05-22T19:47,2018-05-22,VISEU,40.661,-7.910
2018-05-23,23.700,11.800,18.100,1.300,12.400,23.800,23.650,46942.750,67,63,2018-05-23T05:07,2018-05-23T19:48,2018-05-23,VISEU,40.661,-7.910
2018-05-24,20.000,13.800,16.300,23.200,16.600,33.500,8.330,4994.510,79,95,2018-05-24T05:07,2018-05-24T19:49,2018-05-24,VISEU,40.661,-7.910
2018-05-25,17.100,12.400,14.500,8.800,10.700,26.300,17.650,37329.480,84,88,2018-05-25T05:06,2018-05-25T19:50,2018-05-25,VISEU,40.661,-7.910
2018-05-26,17.600,9.600,14.100,5.400,10.900,24.500,16.920,39451.390,86,54,2018-05-26T05:05,2018-05-26T19:51,2018-05-26,VISEU,40.661,-7.910
2018-05-27,18.900,10.900,15.100,0.300,19.800,36.000,22.110,47074.320,82,53,2018-05-27T05:05,2018-05-27T19:52,2018-05-27,VISEU,40.661,-7.910
2018-05-28,18.100,10.700,13.900,1.100,16.800,31.300,16.610,34775.300,78,80,2018-05-28T05:04,2018-05-28T19:52,2018-05-28,VISEU,40.661,-7.910
2018-05-29,16.500,11.400,13.600,5.800,14.800,29.500,13.910,21655.210,87,91,2018-05-29T05:04,2018-05-29T19:53,2018-05-29,VISEU,40.661,-7.910
2018-05-30,16.400,11.800,13.800,0.800,16.500,29.900,11.930,10551.620,82,85,2018-05-30T05:03,2018-05-30T19:54,2018-05-30,VISEU,40.661,-7.910
2018-05-31,16.600,10.400,13.100,3.600,15.300,29.900,12.410,18969.840,85,89,2018-05-31T05:03,2018-05-31T19:55,2018-05-31,VISEU,40.661,-7.910
2018-06-01,17.000,8.600,12.700,0.000,23.400,47.200,21.900,47686.540,77,67,2018-06-01T05:02,2018-06-01T19:56,2018-06-01,VISEU,40.661,-7.910
2018-06-02,21.300,8.900,14.500,0.600,16.300,32.400,25.630,47183.680,82,71,2018-06-02T05:02,2018-06-02T19:56,2018-06-02,VISEU,40.661,-7.910
2018-06-03,16.100,10.800,12.900,1.100,17.300,32.800,14.110,17098.790,84,96,2018-06-03T05:02,2018-06-03T19:57,2018-06-03,VISEU,40.661,-7.910
2018-06-04,15.600,10.900,12.900,1.200,20.700,38.200,17.800,35663.100,81,82,2018-06-04T05:01,2018-06-04T19:58,2018-06-04,VISEU,40.661,-7.910
2018-06-05,14.900,11.100,13.000,3.000,16.900,38.900,9.730,12256.550,85,96,2018-06-05T05:01,2018-06-05T19:58,2018-06-05,VISEU,40.661,-7.910
2018-06-06,20.600,12.100,15.300,0.500,18.700,35.300,21.430,43579.180,81,78,2018-06-06T05:01,2018-06-06T19:59,2018-06-06,VISEU,40.661,-7.910
2018-06-07,15.900,11.300,13.600,11.800,19.900,35.300,6.290,93.960,93,99,2018-06-07T05:00,2018-06-07T20:00,2018-06-07,VISEU,40.661,-7.910
2018-06-08,15.200,9.900,13.200,14.400,14.200,29.500,13.950,28023.260,85,81,2018-06-08T05:00,2018-06-08T20:00,2018-06-08,VISEU,40.661,-7.910
